"id","piece_number","composer","title","question","modality","submodality","horizon","answer_object_type","answer_format","answer_quantity","answer_example","answers","abc","midi","abc_midi","audio","pdf","image"
"musp_259","9","Glinka","The Lark","What is the title of this work?","S/P","composer/title","Any","Short text","Short phrase","Single","[""Waltz in E major, Op. 39 No. 5""]","[""The Lark"", ""The Lark, transcribed by Mily Balakirev""]","inputs/abc/piece-09.abc","inputs/midi_performance_event_text/piece-09.txt","inputs/abc_plus_midi/piece-09.abc","inputs/audio/piece-09.wav","inputs/pdf/without_context/piece-09.pdf","[""inputs/images/piece-09/page-1.png"", ""inputs/images/piece-09/page-2.png"", ""inputs/images/piece-09/page-3.png"", ""inputs/images/piece-09/page-4.png"", ""inputs/images/piece-09/page-5.png"", ""inputs/images/piece-09/page-6.png"", ""inputs/images/piece-09/page-7.png""]"
"musp_260","9","Glinka","The Lark","What is the principal tonality of this piece?","S/P","tonality/style","Any","Key / tonality","Tonic and mode with accidentals","Single","[""E major""]","[""Bb minor"", ""B-flat minor""]","inputs/abc/piece-09.abc","inputs/midi_performance_event_text/piece-09.txt","inputs/abc_plus_midi/piece-09.abc","inputs/audio/piece-09.wav","inputs/pdf/without_context/piece-09.pdf","[""inputs/images/piece-09/page-1.png"", ""inputs/images/piece-09/page-2.png"", ""inputs/images/piece-09/page-3.png"", ""inputs/images/piece-09/page-4.png"", ""inputs/images/piece-09/page-5.png"", ""inputs/images/piece-09/page-6.png"", ""inputs/images/piece-09/page-7.png""]"
"musp_261","9","Glinka","The Lark","Which stylistic period is closest to this piece? Choose one: Baroque, Classical, Late Classical / Early Romantic, Romantic, Late Romantic, Impressionistic, Expressionistic, Post-modern.","S/P","tonality/style","Any","Choice","One choice copied exactly from the question","Single","[]","[""Late Classical / Early Romantic"", ""Romantic""]","inputs/abc/piece-09.abc","inputs/midi_performance_event_text/piece-09.txt","inputs/abc_plus_midi/piece-09.abc","inputs/audio/piece-09.wav","inputs/pdf/without_context/piece-09.pdf","[""inputs/images/piece-09/page-1.png"", ""inputs/images/piece-09/page-2.png"", ""inputs/images/piece-09/page-3.png"", ""inputs/images/piece-09/page-4.png"", ""inputs/images/piece-09/page-5.png"", ""inputs/images/piece-09/page-6.png"", ""inputs/images/piece-09/page-7.png""]"
"musp_262","10","Haydn","Keyboard Sonata 48, movement 2","Consider the descending line going from A5 to B4, passing through each note of the C major scale in-between those notes, played at the very beginning of the piece. How many times does it occur before an uninterrupted sequence of 16 thirds is played for the first time? Consider repeats. ","S/P","general","Long","Integer","Positive integer","Single","[""6""]","[""4""]","inputs/abc/piece-10.abc","inputs/midi_performance_event_text/piece-10.txt","inputs/abc_plus_midi/piece-10.abc","inputs/audio/piece-10.wav","inputs/pdf/without_context/piece-10.pdf","[""inputs/images/piece-10/page-1.png"", ""inputs/images/piece-10/page-2.png"", ""inputs/images/piece-10/page-3.png"", ""inputs/images/piece-10/page-4.png"", ""inputs/images/piece-10/page-5.png"", ""inputs/images/piece-10/page-6.png"", ""inputs/images/piece-10/page-7.png"", ""inputs/images/piece-10/page-8.png""]"
"musp_263","10","Haydn","Keyboard Sonata 48, movement 2","The composer uses a motif to announce the beginning of the main melody of the piece. Given that the piece is written in 2/4, of which notes and note values does this motif consist?","S/P","general","Long","Composite answer","Note value and pitch class without octave","List ordered by appearance","[""quarter note A, whole note B""]","[""eighth note G, eighth note G""]","inputs/abc/piece-10.abc","inputs/midi_performance_event_text/piece-10.txt","inputs/abc_plus_midi/piece-10.abc","inputs/audio/piece-10.wav","inputs/pdf/without_context/piece-10.pdf","[""inputs/images/piece-10/page-1.png"", ""inputs/images/piece-10/page-2.png"", ""inputs/images/piece-10/page-3.png"", ""inputs/images/piece-10/page-4.png"", ""inputs/images/piece-10/page-5.png"", ""inputs/images/piece-10/page-6.png"", ""inputs/images/piece-10/page-7.png"", ""inputs/images/piece-10/page-8.png""]"
"musp_264","10","Haydn","Keyboard Sonata 48, movement 2","To which two tonal centers does the music most significantly modulate?","S/P","general","Long","Key / tonality","Scale (pitch class and mode)","List","[""C major, F# minor, D Dorian""]","[""G major, C minor"", ""G major, C minor, Ab major""]","inputs/abc/piece-10.abc","inputs/midi_performance_event_text/piece-10.txt","inputs/abc_plus_midi/piece-10.abc","inputs/audio/piece-10.wav","inputs/pdf/without_context/piece-10.pdf","[""inputs/images/piece-10/page-1.png"", ""inputs/images/piece-10/page-2.png"", ""inputs/images/piece-10/page-3.png"", ""inputs/images/piece-10/page-4.png"", ""inputs/images/piece-10/page-5.png"", ""inputs/images/piece-10/page-6.png"", ""inputs/images/piece-10/page-7.png"", ""inputs/images/piece-10/page-8.png""]"
"musp_265","10","Haydn","Keyboard Sonata 48, movement 2","Who composed this piece?","S/P","composer/title","Any","Short text","Short phrase","Single","[""Johannes Brahms""]","[""Joseph Haydn"", ""Franz Joseph Haydn"", ""Haydn""]","inputs/abc/piece-10.abc","inputs/midi_performance_event_text/piece-10.txt","inputs/abc_plus_midi/piece-10.abc","inputs/audio/piece-10.wav","inputs/pdf/without_context/piece-10.pdf","[""inputs/images/piece-10/page-1.png"", ""inputs/images/piece-10/page-2.png"", ""inputs/images/piece-10/page-3.png"", ""inputs/images/piece-10/page-4.png"", ""inputs/images/piece-10/page-5.png"", ""inputs/images/piece-10/page-6.png"", ""inputs/images/piece-10/page-7.png"", ""inputs/images/piece-10/page-8.png""]"
"musp_266","10","Haydn","Keyboard Sonata 48, movement 2","What is the title of this work?","S/P","composer/title","Any","Short text","Short phrase","Single","[""Waltz in E major, Op. 39 No. 5""]","[""Keyboard Sonata in C major, Hob. XVI:48, movement II"", ""Keyboard Sonata 48, movement 2"", ""Sonate in C, Hob. XVI:48 - 2. Satz Rondo Presto"", ""Sonate in C, 2. Satz""]","inputs/abc/piece-10.abc","inputs/midi_performance_event_text/piece-10.txt","inputs/abc_plus_midi/piece-10.abc","inputs/audio/piece-10.wav","inputs/pdf/without_context/piece-10.pdf","[""inputs/images/piece-10/page-1.png"", ""inputs/images/piece-10/page-2.png"", ""inputs/images/piece-10/page-3.png"", ""inputs/images/piece-10/page-4.png"", ""inputs/images/piece-10/page-5.png"", ""inputs/images/piece-10/page-6.png"", ""inputs/images/piece-10/page-7.png"", ""inputs/images/piece-10/page-8.png""]"
"musp_267","10","Haydn","Keyboard Sonata 48, movement 2","What is the principal tonality of this piece?","S/P","tonality/style","Any","Key / tonality","Tonic and mode with accidentals","Single","[""E major""]","[""C major""]","inputs/abc/piece-10.abc","inputs/midi_performance_event_text/piece-10.txt","inputs/abc_plus_midi/piece-10.abc","inputs/audio/piece-10.wav","inputs/pdf/without_context/piece-10.pdf","[""inputs/images/piece-10/page-1.png"", ""inputs/images/piece-10/page-2.png"", ""inputs/images/piece-10/page-3.png"", ""inputs/images/piece-10/page-4.png"", ""inputs/images/piece-10/page-5.png"", ""inputs/images/piece-10/page-6.png"", ""inputs/images/piece-10/page-7.png"", ""inputs/images/piece-10/page-8.png""]"
"musp_268","10","Haydn","Keyboard Sonata 48, movement 2","Which stylistic period is closest to this piece? Choose one: Baroque, Classical, Late Classical / Early Romantic, Romantic, Late Romantic, Impressionistic, Expressionistic, Post-modern.","S/P","tonality/style","Any","Choice","One choice copied exactly from the question","Single","[]","[""Classical""]","inputs/abc/piece-10.abc","inputs/midi_performance_event_text/piece-10.txt","inputs/abc_plus_midi/piece-10.abc","inputs/audio/piece-10.wav","inputs/pdf/without_context/piece-10.pdf","[""inputs/images/piece-10/page-1.png"", ""inputs/images/piece-10/page-2.png"", ""inputs/images/piece-10/page-3.png"", ""inputs/images/piece-10/page-4.png"", ""inputs/images/piece-10/page-5.png"", ""inputs/images/piece-10/page-6.png"", ""inputs/images/piece-10/page-7.png"", ""inputs/images/piece-10/page-8.png""]"
"musp_269","11","Liszt","Ballade No. 2","Which two notes form the piece's last retardation?","S/P","general","Short","Pitch","Pitch class without octave number","Pair","[""A, B""]","[""G#, F#""]","inputs/abc/piece-11.abc","inputs/midi_performance_event_text/piece-11.txt","inputs/abc_plus_midi/piece-11.abc","inputs/audio/piece-11.wav","inputs/pdf/without_context/piece-11.pdf","[""inputs/images/piece-11/page-01.png"", ""inputs/images/piece-11/page-02.png"", ""inputs/images/piece-11/page-03.png"", ""inputs/images/piece-11/page-04.png"", ""inputs/images/piece-11/page-05.png"", ""inputs/images/piece-11/page-06.png"", ""inputs/images/piece-11/page-07.png"", ""inputs/images/piece-11/page-08.png"", ""inputs/images/piece-11/page-09.png"", ""inputs/images/piece-11/page-10.png"", ""inputs/images/piece-11/page-11.png"", ""inputs/images/piece-11/page-12.png"", ""inputs/images/piece-11/page-13.png"", ""inputs/images/piece-11/page-14.png"", ""inputs/images/piece-11/page-15.png"", ""inputs/images/piece-11/page-16.png"", ""inputs/images/piece-11/page-17.png"", ""inputs/images/piece-11/page-18.png"", ""inputs/images/piece-11/page-19.png"", ""inputs/images/piece-11/page-20.png"", ""inputs/images/piece-11/page-21.png"", ""inputs/images/piece-11/page-22.png"", ""inputs/images/piece-11/page-23.png"", ""inputs/images/piece-11/page-24.png""]"
"musp_270","11","Liszt","Ballade No. 2","How many times does the rumbling character and the associated melody introduced at the opening appear throughout the piece?","S/P","general","Long","Integer","Positive integer","Single","[""3""]","[""4""]","inputs/abc/piece-11.abc","inputs/midi_performance_event_text/piece-11.txt","inputs/abc_plus_midi/piece-11.abc","inputs/audio/piece-11.wav","inputs/pdf/without_context/piece-11.pdf","[""inputs/images/piece-11/page-01.png"", ""inputs/images/piece-11/page-02.png"", ""inputs/images/piece-11/page-03.png"", ""inputs/images/piece-11/page-04.png"", ""inputs/images/piece-11/page-05.png"", ""inputs/images/piece-11/page-06.png"", ""inputs/images/piece-11/page-07.png"", ""inputs/images/piece-11/page-08.png"", ""inputs/images/piece-11/page-09.png"", ""inputs/images/piece-11/page-10.png"", ""inputs/images/piece-11/page-11.png"", ""inputs/images/piece-11/page-12.png"", ""inputs/images/piece-11/page-13.png"", ""inputs/images/piece-11/page-14.png"", ""inputs/images/piece-11/page-15.png"", ""inputs/images/piece-11/page-16.png"", ""inputs/images/piece-11/page-17.png"", ""inputs/images/piece-11/page-18.png"", ""inputs/images/piece-11/page-19.png"", ""inputs/images/piece-11/page-20.png"", ""inputs/images/piece-11/page-21.png"", ""inputs/images/piece-11/page-22.png"", ""inputs/images/piece-11/page-23.png"", ""inputs/images/piece-11/page-24.png""]"
"musp_271","11","Liszt","Ballade No. 2","At the beginning of the piece, transcribe the complete upper melody that starts “F#, G, A, B” and is heard above the rumbling accompaniment. Continue through the final B immediately before the separate ascending solo line peaks with an E4. What are the pitch names of this melody?","S/P","general","Long","Pitch","Pitch class without octave number","List ordered by appearance","[""C#, Bb, F""]","[""F#, G, A, B, F#, A, G, G, F#, C#, D, E, F#, C#, D, E, F#, G, A, B""]","inputs/abc/piece-11.abc","inputs/midi_performance_event_text/piece-11.txt","inputs/abc_plus_midi/piece-11.abc","inputs/audio/piece-11.wav","inputs/pdf/without_context/piece-11.pdf","[""inputs/images/piece-11/page-01.png"", ""inputs/images/piece-11/page-02.png"", ""inputs/images/piece-11/page-03.png"", ""inputs/images/piece-11/page-04.png"", ""inputs/images/piece-11/page-05.png"", ""inputs/images/piece-11/page-06.png"", ""inputs/images/piece-11/page-07.png"", ""inputs/images/piece-11/page-08.png"", ""inputs/images/piece-11/page-09.png"", ""inputs/images/piece-11/page-10.png"", ""inputs/images/piece-11/page-11.png"", ""inputs/images/piece-11/page-12.png"", ""inputs/images/piece-11/page-13.png"", ""inputs/images/piece-11/page-14.png"", ""inputs/images/piece-11/page-15.png"", ""inputs/images/piece-11/page-16.png"", ""inputs/images/piece-11/page-17.png"", ""inputs/images/piece-11/page-18.png"", ""inputs/images/piece-11/page-19.png"", ""inputs/images/piece-11/page-20.png"", ""inputs/images/piece-11/page-21.png"", ""inputs/images/piece-11/page-22.png"", ""inputs/images/piece-11/page-23.png"", ""inputs/images/piece-11/page-24.png""]"
"musp_272","11","Liszt","Ballade No. 2","Who composed this piece?","S/P","composer/title","Any","Short text","Short phrase","Single","[""Johannes Brahms""]","[""Franz Liszt"", ""Liszt""]","inputs/abc/piece-11.abc","inputs/midi_performance_event_text/piece-11.txt","inputs/abc_plus_midi/piece-11.abc","inputs/audio/piece-11.wav","inputs/pdf/without_context/piece-11.pdf","[""inputs/images/piece-11/page-01.png"", ""inputs/images/piece-11/page-02.png"", ""inputs/images/piece-11/page-03.png"", ""inputs/images/piece-11/page-04.png"", ""inputs/images/piece-11/page-05.png"", ""inputs/images/piece-11/page-06.png"", ""inputs/images/piece-11/page-07.png"", ""inputs/images/piece-11/page-08.png"", ""inputs/images/piece-11/page-09.png"", ""inputs/images/piece-11/page-10.png"", ""inputs/images/piece-11/page-11.png"", ""inputs/images/piece-11/page-12.png"", ""inputs/images/piece-11/page-13.png"", ""inputs/images/piece-11/page-14.png"", ""inputs/images/piece-11/page-15.png"", ""inputs/images/piece-11/page-16.png"", ""inputs/images/piece-11/page-17.png"", ""inputs/images/piece-11/page-18.png"", ""inputs/images/piece-11/page-19.png"", ""inputs/images/piece-11/page-20.png"", ""inputs/images/piece-11/page-21.png"", ""inputs/images/piece-11/page-22.png"", ""inputs/images/piece-11/page-23.png"", ""inputs/images/piece-11/page-24.png""]"
"musp_273","11","Liszt","Ballade No. 2","What is the title of this work?","S/P","composer/title","Any","Short text","Short phrase","Single","[""Waltz in E major, Op. 39 No. 5""]","[""Ballade No. 2 in B minor, S. 171"", ""Ballade No. 2"", ""Ballade No. 2 in B minor""]","inputs/abc/piece-11.abc","inputs/midi_performance_event_text/piece-11.txt","inputs/abc_plus_midi/piece-11.abc","inputs/audio/piece-11.wav","inputs/pdf/without_context/piece-11.pdf","[""inputs/images/piece-11/page-01.png"", ""inputs/images/piece-11/page-02.png"", ""inputs/images/piece-11/page-03.png"", ""inputs/images/piece-11/page-04.png"", ""inputs/images/piece-11/page-05.png"", ""inputs/images/piece-11/page-06.png"", ""inputs/images/piece-11/page-07.png"", ""inputs/images/piece-11/page-08.png"", ""inputs/images/piece-11/page-09.png"", ""inputs/images/piece-11/page-10.png"", ""inputs/images/piece-11/page-11.png"", ""inputs/images/piece-11/page-12.png"", ""inputs/images/piece-11/page-13.png"", ""inputs/images/piece-11/page-14.png"", ""inputs/images/piece-11/page-15.png"", ""inputs/images/piece-11/page-16.png"", ""inputs/images/piece-11/page-17.png"", ""inputs/images/piece-11/page-18.png"", ""inputs/images/piece-11/page-19.png"", ""inputs/images/piece-11/page-20.png"", ""inputs/images/piece-11/page-21.png"", ""inputs/images/piece-11/page-22.png"", ""inputs/images/piece-11/page-23.png"", ""inputs/images/piece-11/page-24.png""]"
"musp_274","11","Liszt","Ballade No. 2","What is the principal tonality of this piece?","S/P","tonality/style","Any","Key / tonality","Tonic and mode with accidentals","Single","[""E major""]","[""B minor""]","inputs/abc/piece-11.abc","inputs/midi_performance_event_text/piece-11.txt","inputs/abc_plus_midi/piece-11.abc","inputs/audio/piece-11.wav","inputs/pdf/without_context/piece-11.pdf","[""inputs/images/piece-11/page-01.png"", ""inputs/images/piece-11/page-02.png"", ""inputs/images/piece-11/page-03.png"", ""inputs/images/piece-11/page-04.png"", ""inputs/images/piece-11/page-05.png"", ""inputs/images/piece-11/page-06.png"", ""inputs/images/piece-11/page-07.png"", ""inputs/images/piece-11/page-08.png"", ""inputs/images/piece-11/page-09.png"", ""inputs/images/piece-11/page-10.png"", ""inputs/images/piece-11/page-11.png"", ""inputs/images/piece-11/page-12.png"", ""inputs/images/piece-11/page-13.png"", ""inputs/images/piece-11/page-14.png"", ""inputs/images/piece-11/page-15.png"", ""inputs/images/piece-11/page-16.png"", ""inputs/images/piece-11/page-17.png"", ""inputs/images/piece-11/page-18.png"", ""inputs/images/piece-11/page-19.png"", ""inputs/images/piece-11/page-20.png"", ""inputs/images/piece-11/page-21.png"", ""inputs/images/piece-11/page-22.png"", ""inputs/images/piece-11/page-23.png"", ""inputs/images/piece-11/page-24.png""]"
"musp_275","11","Liszt","Ballade No. 2","Which stylistic period is closest to this piece? Choose one: Baroque, Classical, Late Classical / Early Romantic, Romantic, Late Romantic, Impressionistic, Expressionistic, Post-modern.","S/P","tonality/style","Any","Choice","One choice copied exactly from the question","Single","[]","[""Romantic"", ""Late Romantic""]","inputs/abc/piece-11.abc","inputs/midi_performance_event_text/piece-11.txt","inputs/abc_plus_midi/piece-11.abc","inputs/audio/piece-11.wav","inputs/pdf/without_context/piece-11.pdf","[""inputs/images/piece-11/page-01.png"", ""inputs/images/piece-11/page-02.png"", ""inputs/images/piece-11/page-03.png"", ""inputs/images/piece-11/page-04.png"", ""inputs/images/piece-11/page-05.png"", ""inputs/images/piece-11/page-06.png"", ""inputs/images/piece-11/page-07.png"", ""inputs/images/piece-11/page-08.png"", ""inputs/images/piece-11/page-09.png"", ""inputs/images/piece-11/page-10.png"", ""inputs/images/piece-11/page-11.png"", ""inputs/images/piece-11/page-12.png"", ""inputs/images/piece-11/page-13.png"", ""inputs/images/piece-11/page-14.png"", ""inputs/images/piece-11/page-15.png"", ""inputs/images/piece-11/page-16.png"", ""inputs/images/piece-11/page-17.png"", ""inputs/images/piece-11/page-18.png"", ""inputs/images/piece-11/page-19.png"", ""inputs/images/piece-11/page-20.png"", ""inputs/images/piece-11/page-21.png"", ""inputs/images/piece-11/page-22.png"", ""inputs/images/piece-11/page-23.png"", ""inputs/images/piece-11/page-24.png""]"
"musp_276","12","Mozart","Piano Sonata 12, movement 1","What notes constitute the main theme of this piece?","S/P","general","Long","Pitch","Pitch class without octave number","List ordered by appearance","[""C, D, E, G""]","[""F, A, C, A, Bb, G, F, E, E, F, A, D, G, C, A, F, G, A, Bb, D, D, C, Bb, A, G, F, G, Bb, E, F"", ""F, A, C, A, Bb, G, F, E, E""]","inputs/abc/piece-12.abc","inputs/midi_performance_event_text/piece-12.txt","inputs/abc_plus_midi/piece-12.abc","inputs/audio/piece-12.wav","inputs/pdf/without_context/piece-12.pdf","[""inputs/images/piece-12/page-1.png"", ""inputs/images/piece-12/page-2.png"", ""inputs/images/piece-12/page-3.png"", ""inputs/images/piece-12/page-4.png"", ""inputs/images/piece-12/page-5.png"", ""inputs/images/piece-12/page-6.png"", ""inputs/images/piece-12/page-7.png""]"
"musp_277","12","Mozart","Piano Sonata 12, movement 1","Who composed this piece?","S/P","composer/title","Any","Short text","Short phrase","Single","[""Johannes Brahms""]","[""Wolfgang Amadeus Mozart"", ""W. A. Mozart"", ""Mozart""]","inputs/abc/piece-12.abc","inputs/midi_performance_event_text/piece-12.txt","inputs/abc_plus_midi/piece-12.abc","inputs/audio/piece-12.wav","inputs/pdf/without_context/piece-12.pdf","[""inputs/images/piece-12/page-1.png"", ""inputs/images/piece-12/page-2.png"", ""inputs/images/piece-12/page-3.png"", ""inputs/images/piece-12/page-4.png"", ""inputs/images/piece-12/page-5.png"", ""inputs/images/piece-12/page-6.png"", ""inputs/images/piece-12/page-7.png""]"
"musp_278","12","Mozart","Piano Sonata 12, movement 1","What is the title of this work?","S/P","composer/title","Any","Short text","Short phrase","Single","[""Waltz in E major, Op. 39 No. 5""]","[""Piano Sonata No. 12 in F major, K. 332, movement I — Allegro"", ""Piano Sonata K. 332, movement I — Allegro"", ""Piano Sonata 12, movement 1 — Allegro"", ""SONATE in F, KV 332 / 1"", ""Sonate in F, KV 332"", ""Piano Sonata in F major, K. 332"", ""Piano Sonata No. 12 in F major, K. 332, I. Allegro"", ""Sonata in F Major, K. 332: I. Allegro""]","inputs/abc/piece-12.abc","inputs/midi_performance_event_text/piece-12.txt","inputs/abc_plus_midi/piece-12.abc","inputs/audio/piece-12.wav","inputs/pdf/without_context/piece-12.pdf","[""inputs/images/piece-12/page-1.png"", ""inputs/images/piece-12/page-2.png"", ""inputs/images/piece-12/page-3.png"", ""inputs/images/piece-12/page-4.png"", ""inputs/images/piece-12/page-5.png"", ""inputs/images/piece-12/page-6.png"", ""inputs/images/piece-12/page-7.png""]"
"musp_279","12","Mozart","Piano Sonata 12, movement 1","What is the principal tonality of this piece?","S/P","tonality/style","Any","Key / tonality","Tonic and mode with accidentals","Single","[""E major""]","[""F major""]","inputs/abc/piece-12.abc","inputs/midi_performance_event_text/piece-12.txt","inputs/abc_plus_midi/piece-12.abc","inputs/audio/piece-12.wav","inputs/pdf/without_context/piece-12.pdf","[""inputs/images/piece-12/page-1.png"", ""inputs/images/piece-12/page-2.png"", ""inputs/images/piece-12/page-3.png"", ""inputs/images/piece-12/page-4.png"", ""inputs/images/piece-12/page-5.png"", ""inputs/images/piece-12/page-6.png"", ""inputs/images/piece-12/page-7.png""]"
"musp_280","12","Mozart","Piano Sonata 12, movement 1","Which stylistic period is closest to this piece? Choose one: Baroque, Classical, Late Classical / Early Romantic, Romantic, Late Romantic, Impressionistic, Expressionistic, Post-modern.","S/P","tonality/style","Any","Choice","One choice copied exactly from the question","Single","[]","[""Classical""]","inputs/abc/piece-12.abc","inputs/midi_performance_event_text/piece-12.txt","inputs/abc_plus_midi/piece-12.abc","inputs/audio/piece-12.wav","inputs/pdf/without_context/piece-12.pdf","[""inputs/images/piece-12/page-1.png"", ""inputs/images/piece-12/page-2.png"", ""inputs/images/piece-12/page-3.png"", ""inputs/images/piece-12/page-4.png"", ""inputs/images/piece-12/page-5.png"", ""inputs/images/piece-12/page-6.png"", ""inputs/images/piece-12/page-7.png""]"
"musp_281","13","Mozart","Piano Sonata 12, movement 3","Who composed this piece?","S/P","composer/title","Any","Short text","Short phrase","Single","[""Johannes Brahms""]","[""Wolfgang Amadeus Mozart"", ""W. A. Mozart"", ""Mozart""]","inputs/abc/piece-13.abc","inputs/midi_performance_event_text/piece-13.txt","inputs/abc_plus_midi/piece-13.abc","inputs/audio/piece-13.wav","inputs/pdf/without_context/piece-13.pdf","[""inputs/images/piece-13/page-01.png"", ""inputs/images/piece-13/page-02.png"", ""inputs/images/piece-13/page-03.png"", ""inputs/images/piece-13/page-04.png"", ""inputs/images/piece-13/page-05.png"", ""inputs/images/piece-13/page-06.png"", ""inputs/images/piece-13/page-07.png"", ""inputs/images/piece-13/page-08.png"", ""inputs/images/piece-13/page-09.png"", ""inputs/images/piece-13/page-10.png""]"
"musp_282","13","Mozart","Piano Sonata 12, movement 3","What is the title of this work?","S/P","composer/title","Any","Short text","Short phrase","Single","[""Waltz in E major, Op. 39 No. 5""]","[""Piano Sonata No. 12 in F major, K. 332, movement III — Allegro assai"", ""Piano Sonata K. 332, movement III — Allegro assai"", ""Piano Sonata 12, movement 3 — Allegro assai"", ""Piano Sonata 12, third movement — Allegro assai"", ""SONATE in F, KV 332"", ""Sonata in F major, K. 332 - III. Allegro assai"", ""Sonata in F major, K. 332"", ""Piano Sonata in F major, K. 332"", ""Piano Sonata No. 12 in F Major, K. 332_ III. Allegro assai""]","inputs/abc/piece-13.abc","inputs/midi_performance_event_text/piece-13.txt","inputs/abc_plus_midi/piece-13.abc","inputs/audio/piece-13.wav","inputs/pdf/without_context/piece-13.pdf","[""inputs/images/piece-13/page-01.png"", ""inputs/images/piece-13/page-02.png"", ""inputs/images/piece-13/page-03.png"", ""inputs/images/piece-13/page-04.png"", ""inputs/images/piece-13/page-05.png"", ""inputs/images/piece-13/page-06.png"", ""inputs/images/piece-13/page-07.png"", ""inputs/images/piece-13/page-08.png"", ""inputs/images/piece-13/page-09.png"", ""inputs/images/piece-13/page-10.png""]"
"musp_283","13","Mozart","Piano Sonata 12, movement 3","What is the principal tonality of this piece?","S/P","tonality/style","Any","Key / tonality","Tonic and mode with accidentals","Single","[""E major""]","[""F major""]","inputs/abc/piece-13.abc","inputs/midi_performance_event_text/piece-13.txt","inputs/abc_plus_midi/piece-13.abc","inputs/audio/piece-13.wav","inputs/pdf/without_context/piece-13.pdf","[""inputs/images/piece-13/page-01.png"", ""inputs/images/piece-13/page-02.png"", ""inputs/images/piece-13/page-03.png"", ""inputs/images/piece-13/page-04.png"", ""inputs/images/piece-13/page-05.png"", ""inputs/images/piece-13/page-06.png"", ""inputs/images/piece-13/page-07.png"", ""inputs/images/piece-13/page-08.png"", ""inputs/images/piece-13/page-09.png"", ""inputs/images/piece-13/page-10.png""]"
"musp_284","13","Mozart","Piano Sonata 12, movement 3","Which stylistic period is closest to this piece? Choose one: Baroque, Classical, Late Classical / Early Romantic, Romantic, Late Romantic, Impressionistic, Expressionistic, Post-modern.","S/P","tonality/style","Any","Choice","One choice copied exactly from the question","Single","[]","[""Classical""]","inputs/abc/piece-13.abc","inputs/midi_performance_event_text/piece-13.txt","inputs/abc_plus_midi/piece-13.abc","inputs/audio/piece-13.wav","inputs/pdf/without_context/piece-13.pdf","[""inputs/images/piece-13/page-01.png"", ""inputs/images/piece-13/page-02.png"", ""inputs/images/piece-13/page-03.png"", ""inputs/images/piece-13/page-04.png"", ""inputs/images/piece-13/page-05.png"", ""inputs/images/piece-13/page-06.png"", ""inputs/images/piece-13/page-07.png"", ""inputs/images/piece-13/page-08.png"", ""inputs/images/piece-13/page-09.png"", ""inputs/images/piece-13/page-10.png""]"
"musp_285","14","Rachmaninoff","Prelude Op. 23 No. 4","How many accompaniment notes are played before the melody first enters at the beginning of the piece?","S/P","general","Mid","Integer","Positive integer","Single","[""4""]","[""18""]","inputs/abc/piece-14.abc","inputs/midi_performance_event_text/piece-14.txt","inputs/abc_plus_midi/piece-14.abc","inputs/audio/piece-14.wav","inputs/pdf/without_context/piece-14.pdf","[""inputs/images/piece-14/page-1.png"", ""inputs/images/piece-14/page-2.png"", ""inputs/images/piece-14/page-3.png"", ""inputs/images/piece-14/page-4.png"", ""inputs/images/piece-14/page-5.png"", ""inputs/images/piece-14/page-6.png"", ""inputs/images/piece-14/page-7.png""]"
"musp_286","14","Rachmaninoff","Prelude Op. 23 No. 4","Who composed this piece?","S/P","composer/title","Any","Short text","Short phrase","Single","[""Johannes Brahms""]","[""Sergei Rachmaninoff"", ""Sergey Rachmaninoff"", ""Rachmaninoff""]","inputs/abc/piece-14.abc","inputs/midi_performance_event_text/piece-14.txt","inputs/abc_plus_midi/piece-14.abc","inputs/audio/piece-14.wav","inputs/pdf/without_context/piece-14.pdf","[""inputs/images/piece-14/page-1.png"", ""inputs/images/piece-14/page-2.png"", ""inputs/images/piece-14/page-3.png"", ""inputs/images/piece-14/page-4.png"", ""inputs/images/piece-14/page-5.png"", ""inputs/images/piece-14/page-6.png"", ""inputs/images/piece-14/page-7.png""]"
"musp_287","14","Rachmaninoff","Prelude Op. 23 No. 4","What is the title of this work?","S/P","composer/title","Any","Short text","Short phrase","Single","[""Waltz in E major, Op. 39 No. 5""]","[""Prelude in D major, Op. 23 No. 4"", ""Prelude Op. 23 No. 4""]","inputs/abc/piece-14.abc","inputs/midi_performance_event_text/piece-14.txt","inputs/abc_plus_midi/piece-14.abc","inputs/audio/piece-14.wav","inputs/pdf/without_context/piece-14.pdf","[""inputs/images/piece-14/page-1.png"", ""inputs/images/piece-14/page-2.png"", ""inputs/images/piece-14/page-3.png"", ""inputs/images/piece-14/page-4.png"", ""inputs/images/piece-14/page-5.png"", ""inputs/images/piece-14/page-6.png"", ""inputs/images/piece-14/page-7.png""]"
